"","Estimate","Lower","Upper","analysis","modelForm","stepDist","turnDist","availablePerStep","branches","species","indi","tf","td","sigColour"
"ssfOUT_60_6_1_VULTURE.8",16.40544937837,-1745.49638698977,1778.30728574651,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.9",16.3968731405411,-1701.69116610826,1734.48491238934,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.10",16.3813512427291,-1617.891918015,1650.65462050046,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.11",16.8963959512758,-2622.41109760488,2656.20388950743,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.12",16.4025791665483,-1902.6979647985,1935.50312313159,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.13",16.4283945153541,-1697.29928965322,1730.15607868392,"ssf","mf.is","exp","vonmises",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.14",16.4346432409525,-1624.73815535506,1657.60744183697,"ssf","mf.is","exp","vonmises",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.15",16.4013543468683,-1650.14624851731,1682.94895721105,"ssf","mf.is","exp","vonmises",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.16",17.535560251822,-2897.54034804396,2932.6114685476,"ssf","mf.is","exp","unif",5,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.17",16.4741230848129,-1919.83333618037,1952.78158234999,"ssf","mf.is","exp","unif",15,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.18",16.2550011463868,-1690.76746510271,1723.27746739548,"ssf","mf.is","exp","unif",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.19",16.3920076643944,-1647.37895053912,1680.16296586791,"ssf","mf.is","exp","unif",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.20",16.3875904712717,-1619.83633017761,1652.61151112016,"ssf","mf.is","exp","unif",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.21",17.5432596411943,-3319.23402949966,3354.32054878205,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.22",16.4090217855232,-1914.29836753775,1947.1164111088,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.23",16.3203645966129,-1562.31221582354,1594.95294501676,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.24",16.2893951911417,-1782.10303569455,1814.68182607684,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.25",16.2967532001808,-1686.52766537131,1719.12117177167,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.26",16.5181030857866,-2059.48099949245,2092.51720566402,"ssf","mf.ss","gamma","unif",5,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.27",16.3710057997698,-1734.08328732692,1766.82529892646,"ssf","mf.ss","gamma","unif",15,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.28",16.329204771707,-1740.57153741683,1773.22994696025,"ssf","mf.ss","gamma","unif",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.29",16.2991732126992,-1694.80105353668,1727.39939996208,"ssf","mf.ss","gamma","unif",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.30",16.2926688584077,-1612.98450272276,1645.56984043957,"ssf","mf.ss","gamma","unif",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.31",16.6847292574943,-2625.24249772867,2658.61195624366,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.32",16.3714102244594,-1867.21272989487,1899.95555034379,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.33",16.3286651862473,-1667.12719157826,1699.78452195076,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.34",16.3097679486708,-1619.05953424808,1651.67907014542,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.35",16.2946925542823,-1628.87250054848,1661.46188565705,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.36",17.5810146820459,-2857.04876992494,2892.21079928903,"ssf","mf.ss","exp","unif",5,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.37",16.3846695622641,-1917.70218584355,1950.47152496808,"ssf","mf.ss","exp","unif",15,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.38",16.2636142172801,-1701.8434382311,1734.37066666566,"ssf","mf.ss","exp","unif",50,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.39",16.3069746106638,-1622.00448783075,1654.61843705208,"ssf","mf.ss","exp","unif",158,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_VULTURE.40",16.2906897774101,-1591.53762924482,1624.11900879964,"ssf","mf.ss","exp","unif",500,"ssfOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.1",0.72854150514365,-0.0824002222483295,1.53948323253563,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.2",0.145851911310899,-0.616712676208384,0.908416498830182,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.3",0.207917775942886,-0.541888265499306,0.957723817385077,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.4",0.298613161546139,-0.437638352995759,1.03486467608804,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.5",0.316338383591784,-0.412521178315467,1.04519794549903,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.6",0.367178410580169,-0.418793359887163,1.1531501810475,"ssf","mf.is","gamma","unif",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.7",-0.087512477923435,-0.878279619134266,0.703254663287396,"ssf","mf.is","gamma","unif",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.8",0.309461855511428,-0.430436385686271,1.04936009670913,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.9",0.235857745488627,-0.49614837223659,0.967863863213843,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.10",0.295303804608159,-0.435995646879685,1.026603256096,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.11",0.482887874038947,-0.375120503392431,1.34089625147033,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.12",-0.332909036472017,-1.11916010527547,0.453342032331438,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.13",0.165633474860504,-0.587354226828787,0.918621176549796,"ssf","mf.is","exp","vonmises",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.14",0.110622044739821,-0.619171936309447,0.840416025789089,"ssf","mf.is","exp","vonmises",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.15",0.303988240456441,-0.43647857575599,1.04445505666887,"ssf","mf.is","exp","vonmises",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.16",-0.156229572552586,-0.972808123956222,0.660348978851049,"ssf","mf.is","exp","unif",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.17",-0.309897694611549,-1.08031768565675,0.46052229643365,"ssf","mf.is","exp","unif",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.18",0.328235087095607,-0.435785749973353,1.09225592416457,"ssf","mf.is","exp","unif",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.19",0.114116351822629,-0.612961334367362,0.84119403801262,"ssf","mf.is","exp","unif",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.20",0.244245827987868,-0.484152297618049,0.972643953593784,"ssf","mf.is","exp","unif",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.21",0.942936509622222,0.175769433431498,1.71010358581294,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"preference"
"ssfOUT_60_6_1_KINGCOBRA.22",0.502256369675561,-0.276848842541967,1.28136158189309,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.23",0.518611861752678,-0.265482815620214,1.30270653912557,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.24",0.474476278256045,-0.296687400001541,1.24563995651363,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.25",0.54817760024802,-0.211973234119737,1.30832843461578,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.26",0.707615412587698,-0.111872553436167,1.52710337861156,"ssf","mf.ss","gamma","unif",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.27",0.287006550392246,-0.542111038228732,1.11612413901322,"ssf","mf.ss","gamma","unif",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.28",0.595506720833824,-0.19303928816421,1.38405272983186,"ssf","mf.ss","gamma","unif",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.29",0.564138121874771,-0.215356751479303,1.34363299522885,"ssf","mf.ss","gamma","unif",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.30",0.570541745308843,-0.195765560746673,1.33684905136436,"ssf","mf.ss","gamma","unif",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.31",0.31980243416738,-0.46285403276074,1.1024589010955,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.32",-0.000745635528265718,-0.772310319971139,0.770819048914607,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.33",0.203547045665971,-0.548131204999321,0.955225296331262,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.34",0.242760753252567,-0.508705771784109,0.994227278289243,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.35",0.268427239907092,-0.472358540379762,1.00921302019395,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.36",0.327045087982286,-0.484974785156519,1.13906496112109,"ssf","mf.ss","exp","unif",5,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.37",0.287608104202843,-0.494430941204624,1.06964714961031,"ssf","mf.ss","exp","unif",15,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.38",0.32118521771229,-0.425022983487874,1.06739341891245,"ssf","mf.ss","exp","unif",50,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.39",0.338982076683737,-0.397993528185512,1.07595768155299,"ssf","mf.ss","exp","unif",158,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_1_KINGCOBRA.40",0.285658443730712,-0.456015198659857,1.02733208612128,"ssf","mf.ss","exp","unif",500,"ssfOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.1",0.750718685048137,0.250538732072318,1.25089863802396,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.2",0.695302456558148,0.204178176457228,1.18642673665907,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.3",0.610629413674495,0.138755833179921,1.08250299416907,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.4",0.528767344623464,0.0608362379125157,0.996698451334413,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.5",0.64475615241199,0.177687519773195,1.11182478505079,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.6",0.829435017499494,0.324365304773312,1.33450473022568,"ssf","mf.is","gamma","unif",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.7",0.44901564444835,-0.0366044239895867,0.934635712886287,"ssf","mf.is","gamma","unif",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.8",0.710711384231359,0.239115476833978,1.18230729162874,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.9",0.703947799975334,0.235666353946859,1.17222924600381,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.10",0.650489042493108,0.183526028804866,1.11745205618135,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.11",0.296466590104252,-0.213963460992082,0.806896641200586,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.12",0.341173054970655,-0.140825242679077,0.823171352620388,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.13",0.604667326526548,0.131042365472515,1.07829228758058,"ssf","mf.is","exp","vonmises",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.14",0.697985382640966,0.228830082309979,1.16714068297195,"ssf","mf.is","exp","vonmises",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.15",0.615636480022922,0.148081130696497,1.08319182934935,"ssf","mf.is","exp","vonmises",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.16",0.619469852402676,0.110477845480465,1.12846185932489,"ssf","mf.is","exp","unif",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.17",0.691355034683097,0.210247771096811,1.17246229826938,"ssf","mf.is","exp","unif",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.18",0.779920576400671,0.308095748895567,1.25174540390577,"ssf","mf.is","exp","unif",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.19",0.664429632789386,0.194491237461673,1.1343680281171,"ssf","mf.is","exp","unif",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.20",0.63407786691209,0.166907469165023,1.10124826465916,"ssf","mf.is","exp","unif",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.21",0.787742474730596,0.295008186632629,1.28047676282856,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.22",0.659888575532301,0.17501488160189,1.14476226946271,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.23",0.515887443365106,0.0458991628178758,0.985875723912336,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.24",0.483659251765772,0.0151976614302607,0.952120842101283,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.25",0.600275086477611,0.133112517360574,1.06743765559465,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.26",0.777642317603785,0.266163002031244,1.28912163317633,"ssf","mf.ss","gamma","unif",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.27",0.453647719046282,-0.0340688596552576,0.941364297747822,"ssf","mf.ss","gamma","unif",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.28",0.675599883373848,0.203461314211458,1.14773845253624,"ssf","mf.ss","gamma","unif",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.29",0.656898564756629,0.188358787077114,1.12543834243615,"ssf","mf.ss","gamma","unif",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.30",0.618892289235506,0.151536996767353,1.08624758170366,"ssf","mf.ss","gamma","unif",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.31",0.409849865011874,-0.0867217245226956,0.906421454546443,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.32",0.373851914505176,-0.106632659964938,0.854336488975289,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_BADGER.33",0.586655888840049,0.114919542623039,1.05839223505706,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.34",0.640484420893262,0.173372594427424,1.1075962473591,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.35",0.570463508694463,0.103969935387365,1.03695708200156,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.36",0.658056833964071,0.153479256892085,1.16263441103606,"ssf","mf.ss","exp","unif",5,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.37",0.690532500683713,0.209673898418056,1.17139110294937,"ssf","mf.ss","exp","unif",15,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.38",0.746932138281092,0.276645214286154,1.21721906227603,"ssf","mf.ss","exp","unif",50,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.39",0.642699699134523,0.174056932197543,1.1113424660715,"ssf","mf.ss","exp","unif",158,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_BADGER.40",0.610425943958622,0.143804663510109,1.07704722440713,"ssf","mf.ss","exp","unif",500,"ssfOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.1",0.845261830565944,0.221907533865583,1.4686161272663,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.2",0.67064184053883,0.0703459259610598,1.2709377551166,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.3",0.666997967965789,0.0755391062598854,1.25845682967169,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.4",0.647546474769934,0.0595338574908085,1.23555909204906,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.5",0.735019905007599,0.147256063465192,1.32278374655001,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.6",0.353060512035462,-0.28108212402731,0.987203148098234,"ssf","mf.is","gamma","unif",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.7",0.546305686262095,-0.0534175424172383,1.14602891494143,"ssf","mf.is","gamma","unif",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.8",0.788579267953529,0.199474271370613,1.37768426453644,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.9",0.726028393576749,0.137408520878429,1.31464826627507,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.10",0.728546547090309,0.141282738366785,1.31581035581383,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.11",0.560055178075599,-0.073024214331835,1.19313457048303,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
