"","Estimate","Lower","Upper","analysis","modelForm","stepDist","turnDist","availablePerStep","branches","species","indi","tf","td","sigColour"
"ssfOUT_240_1_2_VULTURE.37",0.453093846114913,0.32707119451258,0.579116497717245,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.38",0.415308582745928,0.29088529639612,0.539731869095736,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.39",0.418791251343334,0.295144488087841,0.542438014598827,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.40",0.419554965669578,0.296073116196174,0.543036815142982,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.1",0.511828871243731,0.369864695835534,0.653793046651929,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.2",0.45953980214604,0.321364002168524,0.597715602123556,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.3",0.452485123689457,0.317543248279843,0.587426999099071,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.4",0.467480696369699,0.333413001384415,0.601548391354984,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.5",0.457132140051754,0.322983059448097,0.59128122065541,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.6",0.487857603727681,0.347452916032349,0.628262291423013,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.7",0.511934814172142,0.375724303704315,0.64814532463997,"ssf","mf.is","gamma","unif",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.8",0.461449778818604,0.326918940807658,0.59598061682955,"ssf","mf.is","gamma","unif",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.9",0.456083340616295,0.321549055018621,0.59061762621397,"ssf","mf.is","gamma","unif",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.10",0.461372281062756,0.32728094272301,0.595463619402502,"ssf","mf.is","gamma","unif",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.11",0.353867950622656,0.212018778896747,0.495717122348565,"ssf","mf.is","exp","vonmises",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.12",0.314879465640503,0.178300721828212,0.451458209452794,"ssf","mf.is","exp","vonmises",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.13",0.433344260718037,0.297160336368949,0.569528185067125,"ssf","mf.is","exp","vonmises",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.14",0.445713651289413,0.309441426130166,0.581985876448659,"ssf","mf.is","exp","vonmises",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.15",0.461499263435861,0.325551634602247,0.597446892269476,"ssf","mf.is","exp","vonmises",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.16",0.36484256267218,0.221590129181306,0.508094996163053,"ssf","mf.is","exp","unif",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.17",0.327879199770841,0.191639378660577,0.464119020881106,"ssf","mf.is","exp","unif",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.18",0.398951707081941,0.263522520509434,0.534380893654447,"ssf","mf.is","exp","unif",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.19",0.45839359267184,0.322439169425641,0.59434801591804,"ssf","mf.is","exp","unif",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.20",0.447554411090227,0.312088653023237,0.583020169157216,"ssf","mf.is","exp","unif",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.21",0.511014869402875,0.368724999848055,0.653304738957695,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.22",0.456970150498267,0.318737655383388,0.595202645613146,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.23",0.448145499990254,0.313068397026397,0.583222602954111,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.24",0.464693895426832,0.330503596324537,0.598884194529128,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.25",0.4545492184286,0.320279069565314,0.588819367291886,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.26",0.482953589031469,0.342379820234601,0.623527357828337,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.27",0.509968639948601,0.373526332823572,0.646410947073629,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.28",0.459737197189925,0.325074726096962,0.594399668282887,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.29",0.45415843832537,0.319538003804852,0.588778872845888,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.30",0.459493602367242,0.325280732487842,0.593706472246641,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.31",0.553274697042013,0.414819037298899,0.691730356785127,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.32",0.503104142473021,0.37095469720212,0.635253587743922,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.33",0.536502902644268,0.406500819936843,0.666504985351692,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.34",0.521958807984573,0.392670464365369,0.651247151603777,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.35",0.520802384595619,0.392052183615907,0.649552585575331,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.36",0.521033543691733,0.383521066523615,0.658546020859852,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.37",0.527805278956381,0.395735610089779,0.659874947822983,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.38",0.505126788403632,0.375660940532315,0.634592636274949,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.39",0.520809311424116,0.391694054804871,0.649924568043361,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_2_KINGCOBRA.40",0.517827772740792,0.388975780902835,0.646679764578749,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_2_KINGCOBRA","KINGCOBRA",2,1,240,"preference"
"ssfOUT_240_1_3_BADGER.1",0.0710356539026526,-0.038404550633924,0.180475858439229,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.2",0.032235487243365,-0.0710040038958695,0.135474978382599,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.3",0.0689222991187006,-0.0318829244093793,0.169727522646781,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.4",0.0631563368850763,-0.0371691826246476,0.1634818563948,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.5",0.0725296783510445,-0.0276267875473662,0.172686144249455,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.6",0.140043449764562,0.0309120321703874,0.249174867358737,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.7",0.0792915964084296,-0.0242359762302297,0.182819169047089,"ssf","mf.is","gamma","unif",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.8",0.102667497456034,0.00172797322033473,0.203607021691732,"ssf","mf.is","gamma","unif",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.9",0.0724777853905566,-0.0278214638373026,0.172777034618416,"ssf","mf.is","gamma","unif",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.10",0.0721593537974586,-0.0279320291622141,0.172250736757131,"ssf","mf.is","gamma","unif",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.11",0.107853557997946,-0.00119240992468728,0.21689952592058,"ssf","mf.is","exp","vonmises",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.12",0.0593937826673952,-0.0442949167362168,0.163082482071007,"ssf","mf.is","exp","vonmises",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.13",0.0731661449979547,-0.0279320741835765,0.174264364179486,"ssf","mf.is","exp","vonmises",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.14",0.0733988258117993,-0.0267501427226501,0.173547794346249,"ssf","mf.is","exp","vonmises",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.15",0.0772657272377697,-0.0227913410000793,0.177322795475619,"ssf","mf.is","exp","vonmises",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.16",0.144425960964336,0.0350237211431391,0.253828200785532,"ssf","mf.is","exp","unif",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.17",0.0809471047259552,-0.0222832239917604,0.184177433443671,"ssf","mf.is","exp","unif",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.18",0.0788095503004243,-0.0222654653776811,0.17988456597853,"ssf","mf.is","exp","unif",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.19",0.0815612801354466,-0.0187826404979858,0.181905200768879,"ssf","mf.is","exp","unif",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.20",0.0757560199629666,-0.0242804073708651,0.175792447296798,"ssf","mf.is","exp","unif",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.21",0.0676578395450308,-0.0418761719184112,0.177191851008473,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.22",0.030702044174714,-0.0726322720998747,0.134036360449303,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.23",0.0684998447320462,-0.0323755421908304,0.169375231654923,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.24",0.0625939235535855,-0.0377828485496872,0.162970695656858,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.25",0.0718942081511403,-0.0283117424464568,0.172100158748737,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.26",0.134896022599204,0.0261325499714743,0.243659495226934,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.27",0.0778085219920802,-0.0256596699535467,0.181276713937707,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.28",0.106341903462525,0.00540996822605479,0.207273838698995,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.29",0.074951422196952,-0.0254017640313332,0.175304608425237,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.30",0.0749331132983666,-0.0251974069487561,0.175063633545489,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.31",0.112253106079739,0.003195043213519,0.221311168945959,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.32",0.0835056398933384,-0.0203842442907597,0.187395524077436,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.33",0.0842140975308821,-0.0172119939657993,0.185640189027563,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.34",0.0894038375711926,-0.0111994740965917,0.190007149238977,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.35",0.0941659246221952,-0.00638530072859911,0.19471714997299,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.36",0.136068820896035,0.0270198346321922,0.245117807159879,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.37",0.0950389530139486,-0.00845547110302014,0.198533377130917,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.38",0.0990531641748868,-0.00249967681176046,0.200606005161534,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_BADGER.39",0.102167132161987,0.00137163588799664,0.202962628435978,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"preference"
"ssfOUT_240_1_3_BADGER.40",0.0913303699252146,-0.00917548325364399,0.191836223104073,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_3_BADGER","BADGER",3,1,240,"no effect"
"ssfOUT_240_1_3_VULTURE.1",0.282901999447913,0.145890047813037,0.419913951082789,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.2",0.297164720708162,0.167757901221815,0.426571540194509,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.3",0.306696613138503,0.179315557771463,0.434077668505543,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.4",0.330904200501612,0.204352542308064,0.45745585869516,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.5",0.315027500756371,0.188722179698878,0.441332821813864,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.6",0.410689667405434,0.274978835236693,0.546400499574174,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.7",0.347769527264596,0.218442631296293,0.477096423232899,"ssf","mf.is","gamma","unif",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.8",0.325139922547754,0.197926223200353,0.452353621895154,"ssf","mf.is","gamma","unif",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.9",0.34368006803148,0.217303898430755,0.470056237632204,"ssf","mf.is","gamma","unif",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.10",0.320620999399842,0.194280245566869,0.446961753232816,"ssf","mf.is","gamma","unif",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.11",0.338067813975897,0.198755280826924,0.47738034712487,"ssf","mf.is","exp","vonmises",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.12",0.34757123879279,0.216701362525154,0.478441115060426,"ssf","mf.is","exp","vonmises",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.13",0.322860350941459,0.195229975534847,0.450490726348072,"ssf","mf.is","exp","vonmises",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.14",0.333250769213425,0.206726070211561,0.45977546821529,"ssf","mf.is","exp","vonmises",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.15",0.318947579163148,0.192635515625115,0.445259642701182,"ssf","mf.is","exp","vonmises",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.16",0.37465962808086,0.234749434834914,0.514569821326806,"ssf","mf.is","exp","unif",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.17",0.329914728877355,0.199458931022854,0.460370526731856,"ssf","mf.is","exp","unif",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.18",0.323694653017828,0.196080986579411,0.451308319456244,"ssf","mf.is","exp","unif",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.19",0.338791009967458,0.212360898454033,0.465221121480883,"ssf","mf.is","exp","unif",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.20",0.320935295404799,0.194612916741338,0.447257674068261,"ssf","mf.is","exp","unif",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.21",0.280236596152091,0.143210881597433,0.417262310706748,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.22",0.294587633197412,0.1651368754235,0.424038390971324,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.23",0.304778881373601,0.177361512440992,0.432196250306209,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.24",0.329516242122802,0.202917775304947,0.456114708940657,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.25",0.313505436825469,0.187157523611884,0.439853350039054,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.26",0.409289279345605,0.273566990271614,0.545011568419596,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.27",0.347405453335215,0.218044021031534,0.476766885638896,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.28",0.324695765489388,0.197449624068542,0.451941906910234,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.29",0.34383500277704,0.217428913139848,0.470241092414231,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.30",0.320765000126693,0.194387119790711,0.447142880462675,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.31",0.338152547726917,0.200821676910939,0.475483418542894,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.32",0.349971228647916,0.219673609197523,0.480268848098309,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.33",0.333048974414622,0.205122511282642,0.460975437546602,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.34",0.355656820941159,0.228532706075031,0.482780935807287,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.35",0.344750086850705,0.217749085591735,0.471751088109674,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.36",0.353834143700215,0.216594858726338,0.491073428674093,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.37",0.381291651450332,0.251170802444091,0.511412500456573,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.38",0.340604968316957,0.212623722689357,0.468586213944556,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.39",0.354752965782304,0.22764859349178,0.481857338072828,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_VULTURE.40",0.339049331299085,0.21210428350308,0.46599437909509,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_3_VULTURE","VULTURE",3,1,240,"preference"
"ssfOUT_240_1_3_KINGCOBRA.1",0.308912869701834,0.0357401281937644,0.582085611209903,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_3_KINGCOBRA","KINGCOBRA",3,1,240,"preference"
"ssfOUT_240_1_3_KINGCOBRA.2",0.281941742986992,0.0193653649713599,0.544518121002623,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_3_KINGCOBRA","KINGCOBRA",3,1,240,"preference"
"ssfOUT_240_1_3_KINGCOBRA.3",0.335374667541929,0.0733937889650482,0.59735554611881,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_3_KINGCOBRA","KINGCOBRA",3,1,240,"preference"
"ssfOUT_240_1_3_KINGCOBRA.4",0.336920250879468,0.0781751547716417,0.595665346987294,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_3_KINGCOBRA","KINGCOBRA",3,1,240,"preference"
"ssfOUT_240_1_3_KINGCOBRA.5",0.362600985820471,0.105231832867584,0.619970138773358,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_3_KINGCOBRA","KINGCOBRA",3,1,240,"preference"
"ssfOUT_240_1_3_KINGCOBRA.6",0.152844554508426,-0.126169383241165,0.431858492258017,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_3_KINGCOBRA","KINGCOBRA",3,1,240,"no effect"
